xflr5 v6.61

Plane name :        4
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    6.500     0.000   0.285197   0.011029   0.007043   0.018073  -0.000000  -0.000000  -0.068564  -0.000000  -0.000000   50.0000     0.1973
    7.000     0.000   0.308406   0.012897   0.007160   0.020057  -0.000000  -0.000000  -0.074317  -0.000000  -0.000000   50.0000     0.1976
    7.500     0.000   0.331540   0.014907   0.007288   0.022195  -0.000000  -0.000000  -0.080053  -0.000000  -0.000000   50.0000     0.1979
    8.000     0.000   0.354594   0.017056   0.007425   0.024481  -0.000000  -0.000000  -0.085769  -0.000000  -0.000000   50.0000     0.1982
    8.500     0.000   0.377562   0.019343   0.007566   0.026909  -0.000000  -0.000000  -0.091463  -0.000000  -0.000000   50.0000     0.1984
    9.000     0.000   0.400439   0.021767   0.007708   0.029475  -0.000000  -0.000000  -0.097135  -0.000000  -0.000000   50.0000     0.1987
    9.500     0.000   0.423219   0.024325   0.007861   0.032186  -0.000000  -0.000000  -0.102782  -0.000000  -0.000000   50.0000     0.1990
   10.000     0.000   0.445898   0.027015   0.008019   0.035034  -0.000000  -0.000000  -0.108403  -0.000000  -0.000000   50.0000     0.1992
   10.500     0.000   0.468469   0.029836   0.008176   0.038012  -0.000000  -0.000000  -0.113995  -0.000000  -0.000000   50.0000     0.1995
   11.000     0.000   0.490929   0.032785   0.008336   0.041121  -0.000000  -0.000000  -0.119558  -0.000000  -0.000000   50.0000     0.1998
   11.500     0.000   0.513272   0.035861   0.008503   0.044364  -0.000000  -0.000000  -0.125089  -0.000000  -0.000000   50.0000     0.2001
   12.000     0.000   0.535492   0.039060   0.008674   0.047733  -0.000000  -0.000000  -0.130587  -0.000000  -0.000000   50.0000     0.2004
   12.500     0.000   0.557585   0.042380   0.008847   0.051226  -0.000000  -0.000000  -0.136051  -0.000000  -0.000000   50.0000     0.2007
   13.000     0.000   0.579546   0.045818   0.009024   0.054842  -0.000000  -0.000000  -0.141478  -0.000000  -0.000000   50.0000     0.2010
   13.500     0.000   0.601370   0.049373   0.009203   0.058576  -0.000000  -0.000000  -0.146867  -0.000000  -0.000000   50.0000     0.2013
   14.000     0.000   0.623052   0.053040   0.009388   0.062429  -0.000000  -0.000000  -0.152216  -0.000000  -0.000000   50.0000     0.2017
   14.500     0.000   0.644588   0.056819   0.009579   0.066398  -0.000000  -0.000000  -0.157525  -0.000000  -0.000000   50.0000     0.2020
   15.000     0.000   0.665973   0.060704   0.009771   0.070475  -0.000000  -0.000000  -0.162790  -0.000000  -0.000000   50.0000     0.2024
   15.500     0.000   0.687202   0.064694   0.009971   0.074665  -0.000000  -0.000000  -0.168012  -0.000000  -0.000000   50.0000     0.2027
   16.000     0.000   0.708272   0.068786   0.010183   0.078968  -0.000000  -0.000000  -0.173188  -0.000000  -0.000000   50.0000     0.2031
   16.500     0.000   0.729177   0.072975   0.010405   0.083380  -0.000000  -0.000000  -0.178317  -0.000000  -0.000000   50.0000     0.2035
   17.000     0.000   0.749913   0.077260   0.010641   0.087901  -0.000000  -0.000000  -0.183398  -0.000000  -0.000000   50.0000     0.2038
   17.500     0.000   0.770477   0.081636   0.010912   0.092548  -0.000000  -0.000000  -0.188432  -0.000000  -0.000000   50.0000     0.2042
   18.000     0.000   0.790864   0.086101   0.011171   0.097272  -0.000000  -0.000000  -0.193412   0.000000  -0.000000   50.0000     0.2046
   18.500     0.000   0.811071   0.090650   0.011426   0.102076  -0.000000  -0.000000  -0.198339   0.000000  -0.000000   50.0000     0.2051
   19.000     0.000   0.831092   0.095281   0.011706   0.106987  -0.000000  -0.000000  -0.203212   0.000000  -0.000000   50.0000     0.2055
   19.500     0.000   0.850925   0.099989   0.012001   0.111990  -0.000000  -0.000000  -0.208031   0.000000  -0.000000   50.0000     0.2059
   20.000     0.000   0.870566   0.104771   0.012319   0.117090  -0.000000  -0.000000  -0.212794   0.000000  -0.000000   50.0000     0.2064
   20.500     0.000   0.890012   0.109624   0.012674   0.122298  -0.000000  -0.000000  -0.217502   0.000000  -0.000000   50.0000     0.2068
   21.000     0.000   0.909258   0.114543   0.013019   0.127562  -0.000000  -0.000000  -0.222149   0.000000  -0.000000   50.0000     0.2073
   21.500     0.000   0.928301   0.119524   0.013360   0.132885  -0.000000  -0.000000  -0.226733   0.000000  -0.000000   50.0000     0.2078
   22.000     0.000   0.947139   0.124565   0.013711   0.138275  -0.000000  -0.000000  -0.231255   0.000000  -0.000000   50.0000     0.2083
   22.500     0.000   0.965767   0.129660   0.014170   0.143830  -0.000000  -0.000000  -0.235725   0.000000  -0.000000   50.0000     0.2088
   23.000     0.000   0.984183   0.134806   0.014691   0.149497  -0.000000  -0.000000  -0.240138   0.000000  -0.000000   50.0000     0.2093
   23.500     0.000   1.002385   0.139999   0.015216   0.155215  -0.000000  -0.000000  -0.244485   0.000000  -0.000000   50.0000     0.2098
   24.000     0.000   1.020368   0.145234   0.015842   0.161076  -0.000000  -0.000000  -0.248777   0.000000  -0.000000   50.0000     0.2103
